Mod:Item:MetaData, Localized Name
techreborn:smallDust:28, Small Pile of Lazurite Dust
techreborn:smallDust:29, Small Pile of Lead Dust
techreborn:smallDust:30, Small Pile of Magnesium Dust
techreborn:smallDust:31, Small Pile of Manganese Dust
techreborn:smallDust:32, Small Pile of Marble Dust
techreborn:smallDust:33, Small Pile of Netherrack Dust
techreborn:smallDust:34, Small Pile of Nickel Dust
techreborn:smallDust:35, Small Pile of Obsidian Dust
techreborn:smallDust:36, Small Pile of Peridot
techreborn:smallDust:37, Small Pile of Phosphorous Dust
techreborn:smallDust:38, Small Pile of Platinum Dust
techreborn:smallDust:39, Small Pile of Pyrite Dust
techreborn:smallDust:40, Small Pile of Pyrope Dust
techreborn:smallDust:41, Small Pile of Red Garnet Dust
techreborn:smallDust:43, Small Pile of Ruby Dust
techreborn:smallDust:44, Small Pile of Saltpeter Dust
techreborn:smallDust:45, Small Pile of Sapphire Dust
techreborn:smallDust:46, Small Pile of Saw Dust
techreborn:smallDust:47, Small Pile of Silver Dust
techreborn:smallDust:48, Small Pile of Sodalite Dust
techreborn:smallDust:49, Small Pile of Spessartine Dust
techreborn:smallDust:50, Small Pile of Sphalerite Dust
techreborn:smallDust:51, Small Pile of Steel Dust
techreborn:smallDust:52, Small Pile of Sulfur Dust
techreborn:smallDust:53, Small Pile of Tin Dust
techreborn:smallDust:54, Small Pile of Titanium Dust
techreborn:smallDust:55, Small Pile of Tungsten Dust
techreborn:smallDust:56, Small Pile of Uvarovite Dust
techreborn:smallDust:58, Small Pile of Yellow Garnet Dust
techreborn:smallDust:59, Small Pile of Zinc Dust
techreborn:smallDust:61, Small Pile of Redstone
techreborn:smallDust:62, Small Pile of Glowstone Dust
techreborn:smallDust:63, Small Pile of Andesite Dust
techreborn:smallDust:64, Small Pile of Diorite Dust
techreborn:smallDust:65, Small Pile of Granite Dust
techreborn:plates:0, Iron Plate
techreborn:plates:1, Gold Plate
techreborn:plates:2, Carbon Plate
techreborn:plates:3, Wooden Plate
techreborn:plates:4, Redstone Plate
techreborn:plates:5, Diamond Plate
techreborn:plates:6, Emerald Plate
techreborn:plates:8, Coal Plate
techreborn:plates:9, Obsidian Plate
techreborn:plates:10, Lazurite Plate
techreborn:plates:11, Ruby Plate
techreborn:plates:12, Sapphire Plate
techreborn:plates:13, Peridot Plate
techreborn:plates:14, Red Garnet Plate
techreborn:plates:15, Yellow Garnet Plate
techreborn:plates:16, Aluminium Plate
techreborn:plates:17, Brass Plate
techreborn:plates:18, Bronze Plate
techreborn:plates:19, Chrome Plate
techreborn:plates:20, Copper Plate
techreborn:plates:21, Electrum Plate
techreborn:plates:22, Invar Plate
techreborn:plates:23, Iridium Plate
techreborn:plates:24, Lead Plate
techreborn:plates:25, Nickel Plate
techreborn:plates:26, Platinum Plate
techreborn:plates:27, Silver Plate
techreborn:plates:28, Steel Plate
techreborn:plates:29, Tin Plate
techreborn:plates:30, Titanium Plate
techreborn:plates:31, Tungsten Plate
techreborn:plates:32, Tungstensteel Plate
techreborn:plates:33, Zinc Plate
techreborn:plates:34, Refined Iron Plate
techreborn:plates:35, Advanced Alloy
techreborn:nuggets:0, Aluminium Nugget
techreborn:nuggets:1, Brass Nugget
techreborn:nuggets:2, Bronze Nugget
techreborn:nuggets:3, Chrome Nugget
techreborn:nuggets:4, Copper Nugget
techreborn:nuggets:5, Electrum Nugget
techreborn:nuggets:6, Invar Nugget
techreborn:nuggets:7, Iridium Nugget
techreborn:nuggets:8, Lead Nugget
techreborn:nuggets:9, Nickel Nugget
techreborn:nuggets:10, Platinum Nugget
techreborn:nuggets:11, Silver Nugget
techreborn:nuggets:12, Steel Nugget
techreborn:nuggets:13, Tin Nugget
techreborn:nuggets:14, Titanium Nugget
techreborn:nuggets:15, Tungsten Nugget
techreborn:nuggets:16, Hot Tungstensteeel Nugget
techreborn:nuggets:17, Tungstensteel Nugget
techreborn:nuggets:18, Zinc Nugget
techreborn:nuggets:19, Refined Iron Nugget
techreborn:nuggets:23, Iron Nugget
techreborn:nuggets:24, Diamond Nugget
techreborn:part:0, Energy Flow Circuit
techreborn:part:1, Data Control Circuit
techreborn:part:2, Data Storage Circuit
techreborn:part:3, Data Orb
techreborn:part:4, Diamond Grinding Head
techreborn:part:5, Diamond Saw Blade
techreborn:part:6, Tungsten Grinding Head
techreborn:part:7, 60k Helium Coolant Cell
techreborn:part:8, 180k Helium Coolant Cell
techreborn:part:9, 360k Helium Coolant Cell
techreborn:part:10, 60k nak Coolant Cell
techreborn:part:11, 180k nak Coolant Cell
techreborn:part:12, 360k nak Coolant Cell
techreborn:part:13, Cupronickel Heating Coil
techreborn:part:14, Nichrome Heating Coil
techreborn:part:15, Kanthal Heating Coil
techreborn:part:17, Superconductor
techreborn:part:18, Fuel Rod (Thorium)
techreborn:part:19, Dual Fuel Rod (Thorium)
techreborn:part:20, Quad Fuel Rod (Thorium)
techreborn:part:21, Fuel Rod (Plutonium)
techreborn:part:22, Dual Fuel Rod (Plutonium)
techreborn:part:23, Quad Fuel Rod (Plutonium)
techreborn:part:24, Computer Monitor
techreborn:part:25, Machine Parts
techreborn:part:26, Neutron Reflector
techreborn:part:27, Iridium Neutron Reflector
techreborn:part:28, Thick Neutron Reflector
techreborn:part:29, Electronic Circuit
techreborn:part:30, Advanced Electronic Circuit
techreborn:part:31, Sap
techreborn:part:32, Rubber
techreborn:part:33, Scrap
techreborn:part:34, Carbon Mesh
techreborn:part:35, Carbon Fiber
techreborn:part:36, 10k Coolant Cell
techreborn:part:37, 30k Coolant Cell
techreborn:part:38, 60k Coolant Cell
techreborn:rockCutter, Rockcutter
techreborn:lithiumBatpack, Lithium Batpack
techreborn:lapotronPack, Lapotronic Orbpack
techreborn:lithiumBattery, Lithium Battery
techreborn:lapotronicOrb, Lapotronic Energy Orb
techreborn:omniTool, Omni-Tool
techreborn:energycrystal, Energy Crystal
techreborn:lapotroncrystal, Lapotron Crystal
techreborn:techmanuel, Tech Manual
techreborn:uumatter, UU-Matter
techreborn:rebattery, Battery
techreborn:treetap, Treetap
techreborn:electricTreetap, Electric Treetap
techreborn:irondrill, Steel Drill
techreborn:diamonddrill, Diamond Drill
techreborn:advanceddrill, Advanced Drill
techreborn:ironchainsaw, Steel Chainsaw
techreborn:diamondchainsaw, Diamond Chainsaw
techreborn:advancedchainsaw, Advanced Chainsaw
techreborn:steeljackhammer, Steel Jackhammer
techreborn:diamondjackhammer, Diamond Jackhammer
techreborn:ironjackhammer, Advanced Jackhammer
techreborn:bronzeSword, Bronze Sword
techreborn:bronzePickaxe, Bronze Pickaxe
techreborn:bronzeSpade, Bronze Shovel
techreborn:bronzeAxe, Bronze Axe
techreborn:bronzeHoe, Bronze Hoe
techreborn:bronzeHelmet, Bronze Helmet
techreborn:bronzeChestplate, Bronze Chestplate
techreborn:bronzeLeggings, Bronze Leggings
techreborn:bronzeBoots, Bronze Boots
techreborn:rubySword, Ruby Sword
techreborn:rubyPickaxe, Ruby Pickaxe
techreborn:rubySpade, Ruby Shovel
techreborn:rubyAxe, Ruby Axe
techreborn:rubyHoe, Ruby Hoe
techreborn:rubyHelmet, Ruby Helmet
techreborn:rubyChestplate, Ruby Chestplate
techreborn:rubyLeggings, Ruby Leggings
techreborn:rubyBoots, Ruby Boots
techreborn:sapphireSword, Sapphire Sword
techreborn:sapphirePickaxe, Sapphire Pickaxe
techreborn:sapphireSpade, Sapphire Shovel
techreborn:sapphireAxe, Sapphire Axe
techreborn:sapphireHoe, Sapphire Hoe
techreborn:sapphireHelmet, Sapphire Helmet
techreborn:sapphireChestplate, Sapphire Chestplate
techreborn:sapphireLeggings, Sapphire Leggings
techreborn:sapphireBoots, Sapphire Boots
techreborn:peridotSword, Peridot Sword
techreborn:peridotPickaxe, Peridot Pickaxe
techreborn:peridotSpade, Peridot Shovel
techreborn:peridotAxe, Peridot Axe
techreborn:peridotHoe, Peridot Hoe
techreborn:peridotHelmet, Peridot Helmet
techreborn:peridotChestplate, Peridot Chestplate
techreborn:peridotLeggings, Peridot Leggings
techreborn:peridotBoots, Peridot Boots
techreborn:wrench, Wrench
techreborn:nanosaber, Nanosaber
techreborn:scrapbox, Scrap Box
techreborn:frequencyTransmitter, Frequency Transmitter
techreborn:upgrades:0, Overclocker Upgrade
techreborn:upgrades:1, Tranformer Upgrade
techreborn:upgrades:2, Energy Storage Upgrade
techreborn:upgrades:3, Range Upgrade
techreborn:cloakingdevice, Cloaking Device
techreborn:mssingRecipe, Missing Recipe Placeholder
techreborn:debug, Debug Tool
techreborn:dynamicCell, Empty Cell
techreborn:cables:0, Copper Cable
techreborn:cables:1, Tin Cable
techreborn:cables:2, Gold Cable
techreborn:cables:3, HV Cable
techreborn:cables:4, Glass Fiber Cable
techreborn:cables:5, Insulated Copper Cable
techreborn:cables:6, Insulated Gold Cable
techreborn:cables:7, Insulated HV Cable
theoneprobe:probe, The One Probe
theoneprobe:creativeprobe, The Creative Probe
theoneprobe:diamond_helmet_probe:0, Diamond Helmet with Probe
theoneprobe:gold_helmet_probe:0, Gold Helmet with Probe
theoneprobe:iron_helmet_probe:0, Iron Helmet with Probe
theoneprobe:probenote, The One Probe Read Me
theoneprobe:probe_goggles, The One Probe (Bauble)
immersiveengineering:ore:0, Copper Ore
immersiveengineering:ore:1, Bauxite Ore
immersiveengineering:ore:2, Lead Ore
immersiveengineering:ore:3, Silver Ore
immersiveengineering:ore:4, Nickel Ore
immersiveengineering:ore:5, Uranium Ore
immersiveengineering:storage:0, Block of Copper
immersiveengineering:storage:1, Block of Aluminium
immersiveengineering:storage:2, Block of Lead
immersiveengineering:storage:3, Block of Silver
immersiveengineering:storage:4, Block of Nickel
immersiveengineering:storage:5, Block of Uranium
immersiveengineering:storage:6, Block of Constantan
immersiveengineering:storage:7, Block of Electrum
immersiveengineering:storage:8, Block of Steel
immersiveengineering:storageSlab:0, Copper Slab
immersiveengineering:storageSlab:1, Aluminium Slab
immersiveengineering:storageSlab:2, Lead Slab
immersiveengineering:storageSlab:3, Silver Slab
immersiveengineering:storageSlab:4, Nickel Slab
immersiveengineering:storageSlab:5, Uranium Slab
immersiveengineering:storageSlab:6, Constantan Slab
immersiveengineering:storageSlab:7, Electrum Slab
immersiveengineering:storageSlab:8, Steel Slab
immersiveengineering:stoneDecoration:0, Coke Brick
immersiveengineering:stoneDecoration:1, Blast Brick
immersiveengineering:stoneDecoration:2, Reinforced Blast Brick
immersiveengineering:stoneDecoration:3, Block of Coal Coke
immersiveengineering:stoneDecoration:4, Hempcrete
immersiveengineering:stoneDecoration:5, Concrete
immersiveengineering:stoneDecoration:6, Concrete Tile
immersiveengineering:stoneDecoration:7, Leaded Concrete
immersiveengineering:stoneDecoration:8, Insulating Glass
immersiveengineering:stoneDecorationSlab:0, Coke Brick Slab
immersiveengineering:stoneDecorationSlab:1, Blast Brick Slab
immersiveengineering:stoneDecorationSlab:2, Reinforced Blast Brick Slab
immersiveengineering:stoneDecorationSlab:4, Hempcrete Slab
immersiveengineering:stoneDecorationSlab:5, Concrete Slab
immersiveengineering:stoneDecorationSlab:6, Concrete Tile Slab
immersiveengineering:stoneDecorationSlab:7, Leaded Concrete Slab
immersiveengineering:stoneDecorationStairs_hempcrete, Hempcrete Stairs
immersiveengineering:stoneDecorationStairs_concrete, Concrete Stairs
immersiveengineering:stoneDecorationStairs_concrete_tile, Concrete Tile Stairs
immersiveengineering:stoneDecorationStairs_concrete_leaded, Leaded Concrete Stairs
immersiveengineering:treatedWood:0, Treated Wood Planks
immersiveengineering:treatedWood:1, Treated Wood Planks
immersiveengineering:treatedWood:2, Treated Wood Planks
immersiveengineering:treatedWoodSlab:0, Treated Wood Slab
immersiveengineering:treatedWoodSlab:1, Treated Wood Slab
immersiveengineering:treatedWoodSlab:2, Treated Wood Slab
immersiveengineering:treatedWoodStairs0, Treated Wood Stairs
immersiveengineering:treatedWoodStairs1, Treated Wood Stairs
immersiveengineering:treatedWoodStairs2, Treated Wood Stairs
immersiveengineering:woodenDecoration:0, Treated Wood Fence
immersiveengineering:woodenDecoration:1, Treated Wood Scaffolding
immersiveengineering:woodenDevice0:0, Wooden Storage Crate
immersiveengineering:woodenDevice0:1, Wooden Barrel
immersiveengineering:woodenDevice0:2, Engineer's Workbench
immersiveengineering:woodenDevice0:3, Item Router
immersiveengineering:woodenDevice0:4, Gunpowder Barrel
immersiveengineering:woodenDevice0:5, Reinforced Storage Crate
immersiveengineering:woodenDevice0:6, Turntable
immersiveengineering:woodenDevice1:0, Water Wheel
immersiveengineering:woodenDevice1:1, Windmill
immersiveengineering:woodenDevice1:2, Improved Windmill
immersiveengineering:woodenDevice1:3, Wooden Post
immersiveengineering:woodenDevice1:4, Wooden Wallmount
immersiveengineering:hemp, Industrial Hemp
immersiveengineering:clothDevice:0, Jump Cushion
immersiveengineering:clothDevice:1, Balloon
immersiveengineering:clothDevice:2, Strip Curtain
immersiveengineering:fakeLight, tile.immersiveengineering.fakeLight.name
immersiveengineering:sheetmetal:1, Aluminium Sheetmetal
immersiveengineering:sheetmetal:2, Lead Sheetmetal
immersiveengineering:sheetmetal:6, Constantan Sheetmetal
immersiveengineering:sheetmetal:8, Steel Sheetmetal
immersiveengineering:sheetmetal:9, Iron Sheetmetal
immersiveengineering:sheetmetalSlab:1, Aluminium Sheetmetal Slab
immersiveengineering:sheetmetalSlab:2, Lead Sheetmetal Slab
immersiveengineering:sheetmetalSlab:6, Constantan Sheetmetal Slab
immersiveengineering:sheetmetalSlab:8, Steel Sheetmetal Slab
immersiveengineering:sheetmetalSlab:9, Iron Sheetmetal Slab
immersiveengineering:metalDecoration0:0, Copper Coil Block
immersiveengineering:metalDecoration0:1, Electrum Coil Block
immersiveengineering:metalDecoration0:2, High-Voltage Coil Block
immersiveengineering:metalDecoration0:3, Redstone Engineering Block
immersiveengineering:metalDecoration0:4, Light Engineering Block
immersiveengineering:metalDecoration0:5, Heavy Engineering Block
immersiveengineering:metalDecoration0:6, Generator Block
immersiveengineering:metalDecoration0:7, Radiator Block
immersiveengineering:metalDecoration1:0, Steel Fence
immersiveengineering:metalDecoration1:1, Steel Scaffolding
immersiveengineering:metalDecoration1:2, Steel Scaffolding
immersiveengineering:metalDecoration1:3, Steel Scaffolding
immersiveengineering:metalDecoration1:4, Aluminium Fence
immersiveengineering:metalDecoration1:5, Aluminium Scaffolding
immersiveengineering:metalDecoration1:6, Aluminium Scaffolding
immersiveengineering:metalDecoration1:7, Aluminium Scaffolding
immersiveengineering:metalDecoration2:0, Steel Post
immersiveengineering:metalDecoration2:1, Steel Wallmount
immersiveengineering:metalDecoration2:2, Aluminium Post
immersiveengineering:metalDecoration2:3, Aluminium Wallmount
immersiveengineering:metalDecoration2:4, Lantern
immersiveengineering:metalDecoration2:5, Razor Wire
immersiveengineering:connector:0, LV Wire Connector
immersiveengineering:connector:1, LV Wire Relay
immersiveengineering:connector:2, MV Wire Connector
immersiveengineering:connector:3, MV Wire Relay
immersiveengineering:connector:4, HV Wire Connector
immersiveengineering:connector:5, HV Wire Relay
immersiveengineering:connector:6, Structural Cable Connector
immersiveengineering:connector:7, Transformer
immersiveengineering:connector:8, HV Transformer
immersiveengineering:connector:9, Breaker Switch
immersiveengineering:connector:10, Redstone Breaker
immersiveengineering:connector:11, Current Transformer
immersiveengineering:connector:12, Redstone Wire Connector
immersiveengineering:metalDevice0:0, LV Capacitor
immersiveengineering:metalDevice0:1, MV Capacitor
immersiveengineering:metalDevice0:2, HV Capacitor
immersiveengineering:metalDevice0:3, Creative Capacitor
immersiveengineering:metalDevice0:4, Metal Barrel
immersiveengineering:metalDevice0:5, Fluid Pump
immersiveengineering:metalDevice1:0, Blast Furnace Preheater
immersiveengineering:metalDevice1:1, External Heater
immersiveengineering:metalDevice1:2, Kinetic Dynamo
immersiveengineering:metalDevice1:3, Thermoelectric Generator
immersiveengineering:metalDevice1:4, Powered Lantern
immersiveengineering:metalDevice1:5, Charging Station
immersiveengineering:metalDevice1:6, Fluid Pipe
immersiveengineering:metalDevice1:7, Core Sample Drill
immersiveengineering:metalDevice1:8, Tesla Coil
immersiveengineering:metalDevice1:9, Floodlight
immersiveengineering:metalDevice1:10, Chemthrower Turret
immersiveengineering:metalDevice1:11, Gun Turret
immersiveengineering:conveyor, tile.immersiveengineering.conveyor.name
immersiveengineering:fluidCreosote, Creosote Oil
immersiveengineering:fluidPlantoil, Plant Oil
immersiveengineering:fluidEthanol, Ethanol
immersiveengineering:fluidBiodiesel, Biodiesel
immersiveengineering:fluidConcrete, Liquid Concrete
immersiveengineering:material:0, Treated Stick
immersiveengineering:material:1, Iron Rod
immersiveengineering:material:2, Steel Rod
immersiveengineering:material:3, Aluminium Rod
immersiveengineering:material:4, Industrial Hemp Fiber
immersiveengineering:material:5, Tough Fabric
immersiveengineering:material:6, Coal Coke
immersiveengineering:material:7, Slag
immersiveengineering:material:8, Iron Mechanical Component
immersiveengineering:material:9, Steel Mechanical Component
immersiveengineering:material:10, Waterwheel Segment
immersiveengineering:material:11, Windmill Blade
immersiveengineering:material:12, Improved Windmill Blade
immersiveengineering:material:13, Wooden Grip
immersiveengineering:material:14, Revolver Barrel
immersiveengineering:material:15, Revolver Drum
immersiveengineering:material:16, Revolver Hammer
immersiveengineering:material:17, Coke Dust
immersiveengineering:material:18, HOP Graphite Dust
immersiveengineering:material:19, HOP Graphite Ingot
immersiveengineering:material:20, Copper Wire
immersiveengineering:material:21, Electrum Wire
immersiveengineering:material:22, Aluminium Wire
immersiveengineering:material:23, Steel Wire
immersiveengineering:metal:0, Copper Ingot
immersiveengineering:metal:1, Aluminium Ingot
immersiveengineering:metal:2, Lead Ingot
immersiveengineering:metal:3, Silver Ingot
immersiveengineering:metal:4, Nickel Ingot
immersiveengineering:metal:5, Uranium Ingot
immersiveengineering:metal:6, Constantan Ingot
immersiveengineering:metal:7, Electrum Ingot
immersiveengineering:metal:8, Steel Ingot
immersiveengineering:metal:9, Copper Grit
immersiveengineering:metal:10, Aluminium Grit
immersiveengineering:metal:11, Lead Grit
immersiveengineering:metal:12, Silver Grit
immersiveengineering:metal:13, Nickel Grit
immersiveengineering:metal:14, Uranium Grit
immersiveengineering:metal:15, Constantan Grit
immersiveengineering:metal:16, Electrum Grit
immersiveengineering:metal:17, Steel Grit
immersiveengineering:metal:18, Iron Grit
immersiveengineering:metal:19, Gold Grit
immersiveengineering:metal:20, Copper Nugget
immersiveengineering:metal:21, Aluminium Nugget
immersiveengineering:metal:22, Lead Nugget
immersiveengineering:metal:23, Silver Nugget
immersiveengineering:metal:24, Nickel Nugget
immersiveengineering:metal:25, Uranium Nugget
immersiveengineering:metal:26, Constantan Nugget
immersiveengineering:metal:27, Electrum Nugget
immersiveengineering:metal:28, Steel Nugget
immersiveengineering:metal:29, Iron Nugget
immersiveengineering:metal:30, Copper Plate
immersiveengineering:metal:31, Aluminium Plate
immersiveengineering:metal:32, Lead Plate
immersiveengineering:metal:36, Constantan Plate
immersiveengineering:metal:37, Electrum Plate
immersiveengineering:metal:38, Steel Plate
immersiveengineering:metal:39, Iron Plate
immersiveengineering:tool:0, Engineer's Hammer
immersiveengineering:tool:1, Engineer's Wire Cutters
immersiveengineering:tool:2, Engineer's Voltmeter
immersiveengineering:tool:3, Engineer's Manual
immersiveengineering:toolbox, Engineer's Toolbox
immersiveengineering:wirecoil:0, LV Wire Coil
immersiveengineering:wirecoil:1, MV Wire Coil
immersiveengineering:wirecoil:2, HV Wire Coil
immersiveengineering:wirecoil:3, Hemp Rope Coil
immersiveengineering:wirecoil:4, Steel Cable Coil
immersiveengineering:wirecoil:5, Redstone Wire Coil
immersiveengineering:seed:0, Industrial Hemp Seeds
immersiveengineering:drill:0, Mining Drill
immersiveengineering:drillhead:0, Steel Drill Head
immersiveengineering:drillhead:1, Iron Drill Head
immersiveengineering:jerrycan, Jerrycan
immersiveengineering:mold:0, Metal Press Mold: Plate
immersiveengineering:mold:2, Metal Press Mold: Rod
immersiveengineering:mold:3, Metal Press Mold: Bullet Casing
immersiveengineering:mold:4, Metal Press Mold: Wire
immersiveengineering:blueprint, Engineer's Blueprint
immersiveengineering:revolver:0, Revolver
immersiveengineering:revolver:1, Revolver Speedloader
immersiveengineering:bullet:0, Empty Casing
immersiveengineering:bullet:1, Empty Shell
immersiveengineering:bullet:2, Casull Cartridge
immersiveengineering:bullet:2, Armor-Piercing Cartridge
immersiveengineering:bullet:2, Buckshot Cartridge
immersiveengineering:bullet:2, High-Explosive Cartridge
immersiveengineering:bullet:2, Silver Cartridge
immersiveengineering:bullet:2, Dragon's Breath Cartridge
immersiveengineering:bullet:2, Phial Cartridge
immersiveengineering:bullet:2, Flare Cartridge
immersiveengineering:chemthrower, Chemical Thrower
immersiveengineering:railgun, Railgun
immersiveengineering:skyhook, Engineer's Skyhook
immersiveengineering:toolupgrade:0, Pressurized Air Tank
immersiveengineering:toolupgrade:1, Advanced Lubrication System
immersiveengineering:toolupgrade:2, Additional Augers
immersiveengineering:toolupgrade:3, Large Tank
immersiveengineering:toolupgrade:4, Bayonet
immersiveengineering:toolupgrade:5, Extended Magazine
immersiveengineering:toolupgrade:6, Amplifier Electron Tubes
immersiveengineering:toolupgrade:7, Focused Nozzle
immersiveengineering:toolupgrade:8, Precision Scope
immersiveengineering:toolupgrade:9, Additional Capacitors
immersiveengineering:shader, Shader
immersiveengineering:shaderBag, Shader Grabbag
immersiveengineering:earmuffs, Ear Defenders
immersiveengineering:coresample, Core Sample
immersiveengineering:graphiteElectrode, Graphite Electrode
immersiveengineering:faradaySuit_feet, Faraday Boots
immersiveengineering:faradaySuit_legs, Faraday Leggings
immersiveengineering:faradaySuit_chest, Faraday Chestplate
immersiveengineering:faradaySuit_head, Faraday Helmet
immersiveengineering:fluorescentTube, Fluorescent Tube
inventorypets:cow_pet, Cow Pet
inventorypets:sheep_pet, Sheep Pet
inventorypets:pig_pet, Pig Pet
inventorypets:chicken_pet, Chicken Pet
inventorypets:squid_pet, Squid Pet
inventorypets:ocelot_pet, Ocelot Pet
inventorypets:mooshroom_pet, Mooshroom Pet
inventorypets:ghast_pet, Ghast Pet
inventorypets:spider_pet, Spider Pet
inventorypets:iron_golem_pet, Iron Golem Pet
inventorypets:snow_golem_pet, Snow Golem Pet
inventorypets:enderman_pet, Enderman Pet
inventorypets:creeper_pet, Creeper Pet
inventorypets:magma_cube_pet, Magma Cube Pet
inventorypets:wither_pet, Wither Pet
inventorypets:blaze_pet, Blaze Pet
inventorypets:bed_pet, Bed Pet
inventorypets:chest_pet, Chest Pet
inventorypets:double_chest_pet, Double Chest Pet
inventorypets:ender_chest_pet, Ender Chest Pet
inventorypets:furnace_pet, Furnace Pet
inventorypets:crafting_table_pet, Crafting Table Pet
inventorypets:enchanting_table_pet, Enchanting Table Pet
inventorypets:jukebox_pet, Jukebox Pet
inventorypets:anvil_pet, Anvil Pet
inventorypets:brewing_stand_pet, Brewing Stand Pet
inventorypets:nether_portal_pet, Nether Portal Pet
inventorypets:sponge_pet, Sponge Pet
inventorypets:purplicious_cow_pet, Purplicious Cow Pet
inventorypets:mickerson_pet, Mickerson
inventorypets:pingot_pet, Pingot Pet
inventorypets:qcm_pet, Quantum Crystal Monster Pet
inventorypets:banana_pet, Banana Pet
inventorypets:loot_pet, Loot Pet
inventorypets:slime_pet, Slime Pet
inventorypets:cloud_pet, Cloud Pet
inventorypets:pufferfish_pet, Pufferfish Pet
inventorypets:black_hole_pet, Black Hole Pet
inventorypets:quiver_pet, Quiver Pet
inventorypets:pacman_pet, Pac-Man Pet
inventorypets:cheetah_pet, Cheetah Pet
inventorypets:house_pet, House Pet
inventorypets:silverfish_pet, Silverfish Pet
inventorypets:wolf_pet, Wolf Pet
inventorypets:apple_pet, Apple Pet
inventorypets:shield_pet, Shield Pet
inventorypets:heart_pet, Heart Pet
inventorypets:moon_pet, Moon Pet
inventorypets:dubstep_pet, Dubstep Pet
inventorypets:juggernaut_pet, Juggernaut Pet
inventorypets:illuminati_pet, Illuminati Pet
inventorypets:grave_pet, Grave Pet
inventorypets:nugget_diamond, Diamond Nugget
inventorypets:nugget_obsidian, Obsidian Nugget
inventorypets:nugget_emerald, Emerald Nugget
inventorypets:nugget_iron, Iron Nugget
inventorypets:nugget_coal, Coal Nugget
inventorypets:nugget_lapis, Lapis Nugget
inventorypets:nugget_ender, Ender Nugget
inventorypets:feed_bag, Feed Bag
inventorypets:holiday_cookie, Holiday Cookie
inventorypets:mug_egg_nog, Mug of Egg Nog
inventorypets:candy_cane, Candy Cane
inventorypets:item_gift, Gift
inventorypets:solstice_helmet, Solstice Helmet
inventorypets:solstice_chestplate, Solstice Chestplate
inventorypets:solstice_leggings, Solstice Leggings
inventorypets:solstice_boots, Solstice Boots
inventorypets:solstice_sword, Solstice Sword
inventorypets:pet_christmas_tree, Christmas Tree Pet
inventorypets:pet_menorah, Menorah Pet
inventorypets:pet_mishumaa_saba, Mishumaa Saba Pet
inventorypets:pet_politically_correct, Politically Correct Pet
inventorypets:april_fool_pet, April Fool Pet
inventorypets:start_button, Start Button
inventorypets:windows_7, Windoes 7
inventorypets:windows_8, Windoes 8
inventorypets:windows_31, Windoes 3.1
inventorypets:windows_me, Windoes ME
inventorypets:windows_mojave, Windoes Mojave
inventorypets:windows_xp, Windoes XP
inventorypets:xerox_parc_gui, Xerox PARC GUI
inventorypets:blue_screen_of_death, Blue Screen of Death
inventorypets:rock_candy, Rock Candy
inventorypets:easter_egg, Easter Egg
inventorypets:cloud, Cloud Block
inventorypets:cloud_spawn, Cloud Spawner
inventorypets:sand, Sand Block
inventorypets:sand_spawn, Sand Spawner
inventorypets:stone, Stone Block
inventorypets:stone_spawn, Stone Spawner
inventorypets:petAchieveItem1, item.InventoryPets_petAchieveItem1.name
inventorypets:petAchieveItem5, item.InventoryPets_petAchieveItem5.name
inventorypets:petAchieveItem10, item.InventoryPets_petAchieveItem10.name
inventorypets:petAchieveItem20, item.InventoryPets_petAchieveItem20.name
inventorypets:petAchieveItemAll, item.InventoryPets_petAchieveItemAll.name
inventorypets:petAchieveItemGeneral, item.InventoryPets_petAchieveItemGeneral.name
ironchest:ironGoldUpgrade, Iron to Gold Chest Upgrade
ironchest:goldDiamondUpgrade, Gold to Diamond Chest Upgrade
ironchest:copperSilverUpgrade, Copper to Silver Chest Upgrade
ironchest:silverGoldUpgrade, Silver to Gold Chest Upgrade
ironchest:copperIronUpgrade, Copper to Iron Chest Upgrade
ironchest:diamondCrystalUpgrade, Diamond to Crystal Chest Upgrade
ironchest:woodIronUpgrade, Wood to Iron Chest Upgrade
ironchest:woodCopperUpgrade, Wood to Copper Chest Upgrade
ironchest:diamondObsidianUpgrade, Diamond to Obsidian Chest Upgrade
ironchest:BlockIronChest:0, Iron Chest
ironchest:BlockIronChest:1, Gold Chest
ironchest:BlockIronChest:2, Diamond Chest
ironchest:BlockIronChest:3, Copper Chest
ironchest:BlockIronChest:4, Silver Chest
ironchest:BlockIronChest:5, Crystal Chest
ironchest:BlockIronChest:6, Obsidian Chest
ironchest:BlockIronChest:7, DirtChest 9000!
lootbags:itemlootbag:0, §fCommon Lootbag
lootbags:itemlootbag:1, §aUncommon Lootbag
lootbags:itemlootbag:2, §9Rare Lootbag
lootbags:itemlootbag:3, §dEpic Lootbag
lootbags:itemlootbag:4, §6Legendary Lootbag
lootbags:itemlootbag:11, §eArtifact Lootbag
lootbags:loot_recycler, Loot Recycler
lootbags:loot_opener, Bag Opener
lucky_cases:case_key, Case Key
lucky_cases:case_lucky, item.lucky_cases_case_lucky.name
minicoal:miniCoal, Mini Coal
minicoal:miniCharcoal, Mini Charcoal
testdummy:dummy, Test Dummy
natura:clouds:0, Cloud
natura:clouds:1, Dark Cloud
natura:clouds:2, Ash Cloud
